,element,Tc,Tc_mean
10482,Ca10Fe8.2Pt4.8As18,38.0,38.0
10483,Ca10Fe9.2Pt3.8As18,13.0,13.0
10484,Zr1Ru0.95Fe0.05P1,10.3,10.3
10485,Zr1Ru0.8Fe0.2P1,2.6,2.6
10486,Zr1Ru1Si1,12.2,10.35
10487,Zr1Rh1P1,1.5,1.5375
10488,Zr1Ru0.99Rh0.01P1,10.1,10.1
10489,Zr1Ru0.95Rh0.05P1,3.0,6.15
10490,Zr1Ru0.9Rh0.1P1,2.9,2.9
10491,Zr1Ru1P0.95B0.05,8.4,8.4
10492,Zr1Ru1P0.9B0.1,8.1,8.1
10493,Zr1Ru1P0.85B0.15,6.4,6.4
10494,Zr1Ru1P0.8B0.2,5.4,5.4
10495,Zr1Ru1P0.6B0.4,5.6,5.6
10496,La1Ru2P1.6B0.4,2.0,2.0
10497,Pr1Fe0.95Co0.05As1O1,4.96,6.14
10498,Pr0.8Sr0.2Fe0.85Co0.15As1O1,15.8,15.9
10499,La1.76Sr0.24Cu0.94Mn0.06O4,34.0,35.5
10500,Tl0.59Cs0.26Fe1.9Se2,30.3,30.3
10501,Zr2Co0.95Ga0.05,5.79,5.79
10502,Zr2Co0.9Ga0.1,5.72,5.72
10503,Zr2Co0.85Ga0.15,5.56,5.56
10504,Zr2Co0.8Ga0.2,5.29,5.29
10505,Zr2Co0.75Ga0.25,5.1,5.1
10506,Zr2Co0.7Ga0.3,4.97,4.97
10507,Fe1Cr0.01Se1,11.2,10.8
10508,Zr2Co0.75Ni0.25,4.91,4.91
10509,Zr2Co0.5Ni0.5,3.11,3.14
10510,Zr2Co0.3Ni0.7,1.87,1.87
10511,Zr2Co0.15Ni0.85,1.4,1.4
10512,Ni1Zr2,1.56,1.99125
10513,La1Pt1Si1,4.3,3.83333333333333
10514,La1Pt0.9Ni0.1Si1,3.23,3.23
10515,La1Pt0.8Ni0.2Si1,2.82,2.82
10516,La1Pt0.7Ni0.3Si1,2.775,2.775
10517,La1Pt0.6Ni0.4Si1,2.63,2.63
10518,La1Pt0.5Ni0.5Si1,2.285,2.285
10519,La1Pt0.4Ni0.6Si1,1.945,1.945
10520,La1Pt0.3Ni0.7Si1,1.655,1.655
10521,La1Pt0.1Ni0.9Si1,1.275,1.275
10522,La1Ni1Si1,1.23,1.23
10523,Fe1.01Se1,8.0,8.25
10524,Bi4Te3,8.4,5.25
10525,Ca0.8La0.2Fe2As2,40.0,40.0
10526,Ba0.7Rb0.3Fe2As2,36.9,36.9
10527,Ba0.65Rb0.35Fe2As2,35.8,35.8
10528,Ba0.6Rb0.4Fe2As2,34.0,34.0
10529,La1Fe1As1F0.055O0.945,7.0,7.0
10530,La1Fe1As0.95Sb0.05F0.2O0.8,30.1,30.1
10531,La1Fe1As0.9Sb0.1F0.2O0.8,28.6,28.6
10532,Rb0.88Fe1.81Se2,32.0,31.3
10533,Tl0.4Rb0.4Fe1.6Se2,32.0,32.0
10534,K0.86Fe1.66Se2,32.0,32.0
10535,Cs0.8Fe1.7Se2,29.2,29.2
10536,Tl0.4K0.3Fe1.7Se2,26.25,27.125
10537,Tl0.4Rb0.4Fe1.7Se2,31.35,31.35
10538,Mo5Si1B2,5.8,5.8
10539,Ca0.4Na0.6Fe2As2,25.0,25.0
10540,Ca0.25Na0.75Fe2As2,33.4,33.4
10541,Y1Ni1Ge3,0.46,0.46
10542,Nd0.8Ba0.2Fe1As1F0.4O0.6,50.03,50.03
10543,Ca0.6Na0.4Fe2As2,21.0,21.0
10544,Ni2P2Sr4Sc2O6,3.45,3.525
10545,Ni2As2Sr4Sc2O6,2.8,2.75
10546,Sr1Fe2As1.2P0.8,27.0,27.0
10547,Ca1Fe2As1.925P0.075,13.0,13.0
10548,Ba1Fe2Se3,11.0,11.0
10549,Ba1Fe2As3,35.4,35.4
10550,Na0.86Fe1As1,26.0,26.0
10551,Tb0.56Ca0.44Fe1As1O1,15.6,15.6
10552,Nd0.8Sr0.2Fe1As1O1,13.5,13.5
10553,Ba1Fe1.9Co0.1As2,19.5,19.5
10554,Ba1Fe1.885Co0.115As2,24.3,24.3
10555,Ba1Fe1.85Co0.15As2,22.9,23.525
10556,Ba1Fe1.82Co0.18As2,20.7,20.7
10557,Ba1Fe1.776Co0.224As2,11.1,11.1
10558,Ba1Fe1.76Co0.24As2,5.1,5.1
10559,Ni0.05Zr1Te3,3.1,3.1
10560,Ce1Fe1As1F0.3O0.7,46.0,46.0
10561,Fe1.04Te0.6Se0.4,14.0,14.0
10562,Cs0.8Fe2Se2,29.2,29.2
10563,Tl0.4K0.3Fe2Se2,26.25,26.25
10564,Tl0.4Rb0.4Fe2Se2,31.35,31.35
10565,Eu1Fe1.5Ru0.5As2,21.5,21.5
10566,Sm1Fe0.925Co0.075As1O1,11.6,13.3
10567,Sm1Fe0.875Co0.125As1O1,12.8,14.3
10568,Sm1Fe0.85Co0.15As1O1,10.0,10.875
10569,Sm1Fe0.825Co0.175As1O1,5.8,5.8
10570,Sm1Fe0.9Co0.1As1O1,15.6,15.9666666666667
10571,Sm1Fe0.9Rh0.1As1O1,9.6,9.6
10572,Sm1Fe0.875Ir0.125As1O1,16.5,16.5
10573,Eu0.7Na0.3Fe2As1.4P0.6,25.2,25.2
10574,Ca8Mg1.5Ti4.5Fe2As2O9.5,40.0,40.0
10575,Ca1Fe0.95Rh0.05As1F1,3.81,3.81
10576,Ca1Fe0.92Rh0.08As1F1,22.2,22.2
10577,Ca1Fe0.85Rh0.15As1F1,18.4,18.4
10578,Th3Ni5C5,5.0,5.0
10579,Y2Fe1C4,3.6,3.6
10580,Rh17S15,5.36,5.46
10581,Pd17Se15,2.2,2.2
10582,Ba1Fe2As2,16.6,25.4571428571429
10583,Ba1Fe1.82Ru0.18As2,25.8,25.8
10584,Ba1Fe1.68Ru0.32As2,23.0,23.0
10585,Ba1Fe1.44Ru0.56As2,15.0,15.0
10586,Sm1Fe1As0.5P0.5O1,20.0,21.7
10587,Sm1Fe1As0.5P0.5O0.85,21.7,19.35
10588,Ce2Pd1In8,0.68,0.69
10589,Rb0.653Fe1.532Se2,30.9,30.9
10590,Rb0.796Fe1.596Se2,32.4,32.4
10591,Rb0.801Fe1.602Se2,32.4,32.4
10592,Rb0.74Fe1.6Se2,32.4,32.4
10593,Rb0.76Fe1.62Se2,29.5,29.5
10594,Rb0.8Fe1.68Se2,32.0,32.0
10595,Ba1Fe1.902Co0.098As2,15.8,15.8
10596,Ba1Fe1.898Co0.102As2,18.6,18.6
10597,Ba1Fe1.83Co0.17As2,19.6,19.6
10598,Sc2Fe3Si5,4.8,4.56
10599,Fe0.98Mn0.02Se0.5Te0.5,14.4,14.4
10600,U1Ru2Si2,1.45,1.31
10601,Ca0.33Na0.66Fe2As2,33.0,33.0
10602,K0.74Fe1.67Se1.61S0.4,32.0,32.0
10603,Cs0.86Fe1.66Se2,30.0,28.1666666666667
10604,K0.85Fe2Se1.8,32.6,32.6
10605,K0.86Fe2Se1.82,31.1,30.05
10606,K0.79Fe1.64Se2,30.4,30.4
10607,Fe1Se0.42Te0.58,14.8,14.8
10608,B2Mg0.988Sc0.012,41.4,41.4
10609,La1.85Sr0.15Cu1O4,44.0,36.0148214285714
10610,La1.82Sr0.18Cu1O4,41.0,36.36
10611,La1.79Sr0.21Cu1O4,33.0,30.0
10612,La1.76Sr0.24Cu1O4,19.0,18.2142857142857
10613,La1.73Sr0.27Cu1O4,21.0,12.3333333333333
10614,La1.7Sr0.3Cu1O4,9.0,14.5
10615,W1F0.45O2.55,0.38,0.38
10616,W1F0.41O2.59,0.42,0.42
10617,W1F0.44O2.56,0.41,0.41
10618,La1Fe0.98Zn0.02As1F0.1O0.9,25.5,25.5
10619,La1Fe0.95Zn0.05As1F0.1O0.9,25.4,25.4
10620,La1Fe0.9Zn0.1As1F0.1O0.9,19.9,19.9
10621,La1Fe0.85Zn0.15As1F0.1O0.9,19.9,19.9
10622,Sm1Fe0.95Zn0.05As1F0.2O0.8,23.3,23.3
10623,Sm1Fe0.9Zn0.1As1F0.2O0.8,18.2,18.2
10624,Ca3Co4Sn13,5.75,5.75
10625,W5Si1B2,5.8,5.8
10626,Re3W1,9.4,8.73333333333333
10627,Ca0.64Na0.36Fe2As2,17.0,17.0
10628,Ca0.34Na0.66Fe2As2,34.0,34.0
10629,Ba1Fe1.9Se3,11.0,11.0
10630,Fe1Te0.95Se0.05,6.7,6.7
10631,Fe1Te0.93Se0.07,8.2,8.2
10632,Fe1Te0.4Se0.4,14.4,14.4
10633,Nb4Ni1Si1,7.7,7.7
10634,Nb4Co1Si1,6.0,6.0
10635,Nb4Fe1Si1,6.8,6.8
10636,Sr1Fe1.9Pt0.1As2,1.6,1.6
10637,Sr1Fe1.85Pt0.15As2,11.7,11.7
10638,Sr1Fe1.8Pt0.2As2,15.8,15.8
10639,Sr1Fe1.7Pt0.3As2,12.6,12.6
10640,Sr1Fe1.6Pt0.4As2,7.0,7.0
10641,Ba0.6K0.4O3,30.6,30.7
10642,Ba0.4K0.6O3,7.0,7.0
10643,Zn0.025In2O3,2.68,2.68
10644,Sr1Fe1.75Pt0.25As2,16.3,16.3
10645,Sr1Fe1.5Ru0.5As2,7.0,10.25
10646,Sr1Fe1.4Ru0.6As2,19.8,19.8
10647,Sr1Fe1.3Ru0.7As2,20.1,16.8
10648,Sr1Fe1.2Ru0.8As2,17.2,17.2
10649,Ba1Fe1.8Ir0.2As2,27.4,27.4
10650,Ba1Fe1.7Ir0.3As2,27.0,27.0
10651,Ba1Fe1.6Ir0.4As2,24.5,24.5
10652,Ce2Co1In8,0.4,0.4
10653,Sr1Si1.9Ni0.1,2.3,2.3
10654,Sr1Si1.8Ni0.2,2.6,2.6
10655,Sr1Si1.7Ni0.3,2.8,2.8
10656,Al20.3V2,1.49,1.49
10657,Sr0.8Eu0.2Fe1.78Co0.22As2,18.0,18.0
10658,Sr0.54Eu0.46Fe1.78Co0.22As2,16.2,16.2
10659,Tl0.58Rb0.42Fe1.72Se2,33.5,32.5
10660,Fe1Se0.98,8.0,8.105
10661,Fe1Se0.94,8.79,8.545
10662,La1Fe1As1O0.89,27.8,27.8
10663,Pr1Fe1As1O0.896,44.4,44.4
10664,Nd1Fe1As1O0.9,46.9,46.9
10665,Tb1Fe1As1O0.8,32.0,33.85
10666,Ga0.05V2Al20,1.53,1.53
10667,Ga0.1V2Al20,1.53,1.53
10668,Ga0.15V2Al20,1.53,1.53
10669,Ga0.2V2Al20,1.65,1.655
10670,Ga0.3V2Al20,1.43,1.5175
10671,Al20.3V20,1.49,1.49
10672,Fe1Te0.65Se0.35,15.0,15.0
10673,Fe1Se0.82Cl0.18,10.5,10.5
10674,Y2Ni1Ge3,0.533,0.533
10675,La2Ni1Ge3,0.394,0.394
10676,Lu2Fe3Si5,6.1,5.89642857142857
10677,Ca1.875Na0.125Cu1Cl2O2,15.0,20.0
10678,Ca1.867Na0.133Cu1Cl2O2,20.0,20.0
10679,Ca1.843Na0.157Cu1Cl2O2,25.0,25.0
10680,Pr2Ba4Cu7O14.06,30.5,30.5
10681,Pr2Ba4Cu7O14.3,21.0,21.0
10682,Pb7Bi3,7.8,8.91
10683,Ba1Fe1.93Ni0.07As2,17.0,17.0
10684,Y1In3,0.96,0.84
10685,Ca10Pt5.8Fe8.2As18,33.65,33.65
10686,Ca10Pt4.8Fe9.2As18,13.7,13.7
10687,Fe2As2Ca4Mg0.75Ti2.25O7.5,42.0,42.5
10688,Fe2As2Ca5Sc2Ti2O10.5,33.0,33.0
10689,Fe2As2Ca6Al1Ti3O11,32.0,32.0
10690,Fe2As2Ca5Mg1Ti3O9.5,36.0,36.0
10691,Ba1Fe1.91Co0.09As2,16.76,15.4533333333333
10692,Ba1Fe1.87Zn0.04Co0.09As2,13.42,13.42
10693,Ba1Fe1.83Zn0.08Co0.09As2,7.54,7.54
10694,Ba1Fe1.78Co0.22As2,18.96,16.23
10695,Ba1Fe1.74Zn0.04Co0.22As2,15.82,15.82
10696,Ba1Fe1.7Zn0.08Co0.22As2,8.77,8.77
10697,Ba1Fe1.66Zn0.12Co0.22As2,4.6,4.6
10698,Ba1Fe1.79Zn0.12Co0.09As2,3.37,3.37
10699,Sr1Fe1.8Co0.2As2,17.53,18.6433333333333
10700,Sr1Fe1.76Zn0.04Co0.2As2,12.1,12.1
10701,Sr1Fe1.72Zn0.08Co0.2As2,9.41,9.41
10702,Sr1Fe1.68Zn0.12Co0.2As2,6.22,6.22
10703,Ba1Fe2As1.6P0.4,8.6,9.75833333333333
10704,Cu1Rh2S4,4.72,4.745
10705,Cu1Rh2Se4,3.38,3.47
10706,Mg1.2C1.6Ni3,7.3,7.3
10707,Mg1.2C1.52B0.08Ni3,6.9,6.9
10708,Mg1.2C1.44B0.16Ni3,6.6,6.6
10709,Ba1Fe1.988Mo0.012As2,16.3,16.3
10710,Ba1Fe1.982Mo0.018As2,16.7,16.7
10711,Ba1Fe1.974Mo0.026As2,12.5,12.5
10712,Ba1Fe1.948Mo0.052As2,7.4,7.4
10713,Ba1Fe1.946Mo0.056As2,4.9,4.9
10714,Ca10Pt3.28Fe9.72As18,6.0,6.0
10715,Ca10Pt3.41Fe9.59As18,7.38,7.38
10716,Eu0.64K0.36Fe2As2,27.6,27.6
10717,Eu0.56K0.44Fe2As2,28.7,28.7
10718,Eu0.51K0.49Fe2As2,32.5,32.5
10719,Eu0.48K0.52Fe2As2,30.0,30.0
10720,Eu1Fe2As1.58P0.42,29.0,29.0
10721,Ca0.835La0.165Fe2As2,41.2,41.2
10722,Ca0.719La0.281Fe2As2,31.7,31.7
10723,Ca0.88Ce0.12Fe2As2,33.2,33.2
10724,Ca0.78Ce0.22Fe2As2,36.2,36.2
10725,Ca0.902Pr0.098Fe2As2,40.0,40.0
10726,Ca0.858Pr0.142Fe2As2,45.3,45.3
10727,Ca0.923Nd0.077Fe2As2,41.8,41.8
10728,Ca0.906Nd0.094Fe2As2,19.3,19.3
10729,Ba1Fe1.55Ru0.45As2,8.18,8.18
10730,Ba1Fe1.32Ru0.68As2,14.5,14.5
10731,Ba1Fe1.2Ru0.8As2,5.02,5.02
10732,Sr1Pd1.8Rh0.2Ge2,2.92,2.92
10733,Sr1Pd1.94Co0.06Ge2,2.58,2.58
10734,K0.8Fe1.7S1Se1,24.5,24.5
10735,La1Ni2P2,2.6,2.6
10736,Rb0.77Fe1.61Se2,32.6,32.6
10737,K0.74Fe1.66Se2,31.0,31.0
10738,Ca10Pt4.054Fe9.7As18,26.5,26.5
10739,Ru0.7Rh0.3P1,1.13,1.13
10740,Ru0.4Rh0.6P1,1.27,1.27
10741,Ru0.86Rh0.14As1,0.75,0.75
10742,Ru0.77Rh0.23As1,1.88,1.88
10743,Ru0.58Rh0.42As1,0.68,0.68
10744,Ru1Sb1,1.2,1.2
10745,Eu0.5K0.5Fe1.94Ni0.06As2,23.0,23.0
10746,Eu0.5K0.5Fe1.9Ni0.1As2,18.0,18.0
10747,Hf1N1Cl0.7,24.0,24.0
10748,Y1Pd2Sn1,4.7,4.83
10749,Lu1Pd2Sn1,2.8,2.98
10750,Sc1Pd2Sn1,2.0,2.1225
10751,Zr1Pd2Al1,3.4,3.26666666666667
10752,Hf1Pd2In1,2.86,2.63
10753,Zr1Pd2In1,2.19,2.645
10754,Ga3Sc1,2.1,2.1
10755,Ga3Lu1,2.2,2.26666666666667
10756,Rb0.8Fe2Se2,31.05,31.4
10757,Rb0.8Fe2Se1.9Te0.1,26.25,26.25
10758,Rb0.8Fe2Se1.8Te0.2,25.05,25.05
10759,Rb0.8Fe2Se1.75Te0.25,22.2,22.2
10760,Rb0.8Fe2Se1.7Te0.3,25.5,25.5
10761,Ca0.67Sr0.33Fe2As2,22.0,22.0
10762,Ba0.5K0.5Fe1.9Mn0.1As2,9.53,9.53
10763,Ba0.5K0.5Fe1.9Ru0.1As2,37.14,37.14
10764,Ba0.5K0.5Fe1.9Co0.1As2,30.31,30.31
10765,Ba0.5K0.5Fe1.9Ni0.1As2,26.75,26.75
10766,Ba0.5K0.5Fe1.9Cu0.1As2,22.29,22.29
10767,Ba0.5K0.5Fe1.9Zn0.1As2,30.15,30.15
10768,Ba0.5K0.5Fe1.96Mn0.04As2,23.3,25.85
10769,Ba0.5K0.5Fe1.8Cu0.2As2,11.83,11.83
10770,Ba0.5K0.5Fe1.8Ni0.2As2,11.1,11.1
10771,Ba0.5K0.5Fe1.7Ni0.3As2,5.1,5.1
10772,Ba0.5K0.5Fe1.8Zn0.2As2,18.3,26.3
10773,Ba0.5K0.5Fe1.7Zn0.3As2,7.86,7.86
10774,Ba0.5K0.5Fe1.8Co0.2As2,19.95,19.95
10775,Ba0.5K0.5Fe1.7Co0.3As2,13.56,13.56
10776,Ba0.5K0.5Fe1.8Ru0.2As2,36.5,36.5
10777,Rb0.8Fe1.6Se2,32.4,32.2
10778,Ce1Fe1As1H0.07O0.93,31.3,31.3
10779,Ce1Fe1As1H0.2O0.8,45.6,45.6
10780,Ce1Fe1As1H0.3O0.7,44.9,44.9
10781,Yb1Sb2,1.3,1.3
10782,Ba0.55K0.45Fe1.95Co0.05As2,32.5,32.5
10783,Na1Fe0.979Co0.021As1,19.4,19.4
10784,Na1Fe0.972Co0.028As1,20.1,20.1
10785,Na1Fe0.939Co0.061As1,13.4,13.4
10786,Na1Fe0.925Co0.075As1,10.6,10.6
10787,Ca10Pt3.213Fe9.787As18,4.3,4.3
10788,Ca10Pt3.474Fe9.526As18,11.85,11.85
10789,Ca10Pt3.53Fe9.47As18,15.8,15.8
10790,Ca10Pt3.617Fe9.383As18,13.6,13.6
10791,Ca10Pt3.981Fe9.019As18,7.49,7.49
10792,Ce1Fe1As0.7P0.3O1,4.0,4.0
10793,La1Ru2.94Co0.06Si2,6.62,6.62
10794,La1Ru2.85Co0.15Si2,6.45,6.45
10795,La1Ru2.76Co0.24Si2,6.04,6.04
10796,Na0.16Ti1N1Cl1,14.0,14.0
10797,Lu2Ir3Si4.98Ge0.02,6.32,6.32
10798,Lu2Ir3Si4.95Ge0.05,6.75,6.75
10799,Lu2Ir3Si4.9Ge0.1,7.74,7.74
10800,Lu2Ir3Si4.75Ge0.25,6.2,6.2
10801,Lu2Ir3Si4.5Ge0.5,5.2,5.2
10802,Lu2Ir3Si4.25Ge0.75,4.6,4.6
10803,Lu2Ir3Si4Ge1,3.6,3.6
10804,Lu2Ir2.97Rh0.03Si5,4.6,4.6
10805,Lu2Ir2.91Rh0.09Si5,3.8,3.8
10806,Lu2Ir2.7Rh0.3Si5,3.1,3.1
10807,Lu2Ir2.4Rh0.6Si5,2.5,2.5
10808,Lu1.96Sc0.04Ir3Si5,2.8,2.8
10809,Lu1.92Sc0.08Ir3Si5,3.1,3.1
10810,Lu1.9Sc0.1Ir3Si5,3.2,3.2
10811,Rh3Bi14,2.94,2.895
10812,K1Ni2Se2,0.8,0.8
10813,La1Fe1As1O0.85,25.0,25.7666666666667
10814,La1Fe1As1H0.15,27.5,27.5
10815,La1Fe1As1H0.35,29.0,29.0
10816,La1Fe1As1H0.55,30.5,30.5
10817,La1Fe1As1H0.7,32.5,32.5
10818,La1Fe1As1H0.85,35.0,35.0
10819,Ba1Fe2As1.5P0.5,15.9,22.9
10820,Ba1Fe2As1.46P0.54,24.5,24.5
10821,Ba1Ni2Ge1P1,0.68,0.68
10822,Ba1Ni2Ge0.8P1.2,1.38,1.38
10823,Ba1Ni2Ge0.6P1.4,2.45,2.45
10824,Ba1Ni2Ge0.4P1.6,2.84,2.84
10825,Ba1Ni2Ge0.2P1.8,2.59,2.59
10826,Ca0.5Na0.5Fe2As2,17.8,19.72
10827,Ca10Pt3.97Fe9.03As18,11.0,10.75
10828,Na1Al1Si1,7.4,7.2
10829,Ba0.39K0.61Fe2As2,24.5,24.5
10830,Pr1Fe1P1O1,3.96,3.58666666666667
10831,Nd1Fe1P1O1,3.83,3.465
10832,Ce1Bi1S2F0.33O0.67,2.25,2.25
10833,La2Pt3Ge5,8.1,8.1
10834,Ba1Ti2As0.2Sb1.8O1,0.48,0.48
10835,Ba1Ti2Sb1.6Bi0.4O1,3.47,3.47
10836,Ba1Ti2Sb1.4Bi0.6O1,2.59,2.59
10837,Ba1Ti2Sb0.8Bi1.2O1,4.02,4.02
10838,Ba1Ti2Sb0.4Bi1.6O1,4.52,4.52
10839,Nd1Bi1S2F0.1O0.9,4.24,4.24
10840,Nd1Bi1S2F0.2O0.8,5.12,5.12
10841,Nd1Bi1S2F0.4O0.6,5.25,5.25
10842,Nd1Bi1S2F0.6O0.4,4.35,4.35
10843,Bi6S5O8,2.4,2.4
10844,Ca3Al2Fe2As2O5,30.2,30.2
10845,Ca3Al2Fe2P2O5,16.6,16.6
10846,C3Y2,15.65,14.8944444444444
10847,Mg1B1.9C0.1,31.4,32.965
10848,Mg1B1.8C0.2,19.7,27.9757142857143
10849,Fe1.03Te0.9Se0.1,11.9,11.9
10850,Fe1.03Te0.8Se0.2,13.5,13.5
10851,Fe1.03Te0.72Se0.28,13.9,13.9
10852,Fe1.03Te0.6Se0.4,14.0,14.0
10853,Fe1.03Te0.5Se0.5,12.9,13.6
10854,K0.58Fe1.56Se2,31.9,31.9
10855,Te3Zr1,3.0,2.77
10856,Sm0.9U0.1Fe1As1O1,47.0,47.0
10857,Sm0.8U0.2Fe1As1O1,46.0,46.0
10858,Ca9.57La0.43Pt3Fe10As18,13.3,13.3
10859,Ca9.35La0.65Pt3Fe10As18,19.7,19.7
10860,Ca9.07La0.93Pt3Fe10As18,22.2,22.2
10861,Ca8.55La1.45Pt3Fe10As18,26.1,26.1
10862,Ca8.18La1.82Pt3Fe10As18,22.1,22.1
10863,Sr1Pt2Sb2,2.1,2.1
10864,Ca10Pt4.1Fe9.9As18,32.2,32.2
10865,Ca10Pt4.6Fe9.4As18,22.5,22.5
10866,Ca10Pt5Fe9As18,9.78,9.78
10867,Ca10Pt3.42Fe9.58As18,10.96,9.87
10868,Ca10Pt3.51Fe9.49As18,12.44,12.44
10869,Ca10Pt3.72Fe9.28As18,14.9,14.9
10870,Ca8La2Pt3.3Fe9.7As18,29.4,29.4
10871,Ba1Fe1.856Ni0.144As2,7.5,6.185
10872,K0.83Fe1.83Se2,32.5,32.5
10873,Eu0.5K0.5Fe2As2,31.5,32.1666666666667
10874,Ba0.4K0.6Fe2As2,28.7,31.2
10875,Nb1S2,6.0,5.87071428571429
10876,Ca0.8Na0.2Fe2As2,14.0,14.0
10877,Ca0.32Na0.68Fe2As2,33.0,33.0
10878,La1Fe0.98Ru0.02As1F0.11O0.89,27.4,27.4
10879,La1Fe0.9Ru0.1As1F0.11O0.89,23.7,23.65
10880,La1Fe0.8Ru0.2As1F0.11O0.89,19.7,19.7
10881,La1Fe0.75Ru0.25As1F0.11O0.89,17.6,17.6
10882,La1Fe0.7Ru0.3As1F0.11O0.89,18.3,17.75
10883,La1Fe0.5Ru0.5As1F0.11O0.89,13.6,13.6
10884,Nd1Fe0.98Ru0.02As1F0.11O0.89,46.7,46.6
10885,Nd1Fe0.9Ru0.1As1F0.11O0.89,37.4,38.7
10886,Nd1Fe0.8Ru0.2As1F0.11O0.89,22.1,22.1
10887,Nd1Fe0.7Ru0.3As1F0.11O0.89,21.3,21.3
10888,Nd1Fe0.5Ru0.5As1F0.11O0.89,13.7,14.1
10889,Sm1Fe0.95Ru0.05As1F0.15O0.85,39.3,41.0
10890,Sm1Fe0.8Ru0.2As1F0.15O0.85,16.9,17.7
10891,Sm1Fe0.7Ru0.3As1F0.15O0.85,11.1,12.5
10892,Sm1Fe0.5Ru0.5As1F0.15O0.85,4.26,4.26
10893,Ir0.99Pt0.01Te2,2.05,2.05
10894,Ir0.98Pt0.02Te2,2.855,2.855
10895,Ir0.97Pt0.03Te2,3.07,3.07
10896,Ir0.94Pt0.06Te2,2.69,2.69
10897,Sn0.961In0.027Te1,1.85,1.85
10898,Sn0.95In0.038Te1,1.9,1.9
10899,Sn0.927In0.061Te1,1.8,1.8
10900,Sn0.923In0.065Te1,1.8,1.8
10901,Sn0.915In0.073Te1,1.9,1.9
10902,Sn0.904In0.084Te1,1.76,1.76
10903,Sm1Fe0.85Ir0.15As1O1,16.0,16.0
10904,Fe1Se0.92,7.6,7.4
10905,Fe1Se0.874Sb0.046,9.2,9.2
10906,Fe1Se0.828Sb0.092,8.3,8.3
10907,Fe1Se0.736Sb0.184,8.85,8.85
10908,Yb1Ga1.1Si0.9,2.4,2.4
10909,Ca1Ga1Si1,4.2,4.25
10910,Ta1Se3,2.0,2.075
10911,Li1Cu2P2,3.7,3.7
10912,Li1Fe1P1,4.1,4.965
10913,K0.5Ti1N1Cl1,16.3,16.15
10914,Ti1N1,5.6,5.31666666666667
10915,Li0.5Ti1N1Cl1,16.5,16.5
10916,Na0.5Ti1N1Cl1,16.3,16.3
10917,Rb0.5Ti1N1Cl1,16.3,16.3
10918,Pr2Ba4Cu7O14.74,15.5,15.5
10919,Pr2Ba4Cu7O14.36,20.6,20.6
10920,Pr2Ba4Cu7O14.21,23.0,23.0
10921,Sr1Pd1.8Ni0.2Ge2,3.2,3.15
10922,Sr1Pd1Ni1Ge2,2.1,2.1
10923,Sr1Ni2Ge2,0.87,0.8825
10924,Li1Fe0.98Cu0.02As1,9.3,9.3
10925,Sr1Pd1.99Pt0.01Ge2,2.82,2.82
10926,Sr1Pd1.98Pt0.02Ge2,2.96,2.96
10927,Sr1Pd1.96Pt0.04Ge2,3.16,3.16
10928,Sr1Pd1.94Pt0.06Ge2,3.22,3.22
10929,Sr1Pd1.93Pt0.07Ge2,3.24,3.24
10930,Sr1Pd1.92Pt0.08Ge2,3.23,3.23
10931,Sr1Pd1.9Pt0.1Ge2,2.89,2.89
10932,Sr1Pd1.86Pt0.14Ge2,2.6,2.6
10933,Sr1Pd2Si0.02Ge1.98,2.76,2.76
10934,Sr1Pd2Si0.04Ge1.96,2.72,2.72
10935,Sr1Pd2Si0.1Ge1.9,2.7,2.7
10936,Sr1Pd1.98Ag0.02Ge2,2.64,2.64
10937,Sr1Pd1.9Ag0.1Ge2,2.62,2.62
10938,Sr1Pd1.8Ag0.2Ge2,2.52,2.52
10939,La1Ni2Ge2,0.69,0.69
10940,La1Pd2Ge1.9Sn0.1,1.25,1.25
10941,La1Pt2Ge1.8Sn0.2,1.3,1.3
10942,La1Pd2Ge1.96Sn0.04,0.82,0.82
10943,La1Pd2Ge1.92Sn0.08,1.44,1.44
10944,In1N1,0.2,1.975
10945,Ba1Fe1.87Co0.13As2,25.0,25.0
10946,Ba1Fe1.83Zn0.04Co0.13As2,20.0,20.0
10947,Ba1Fe1.81Zn0.06Co0.13As2,19.0,19.0
10948,Ba1Fe1.79Zn0.08Co0.13As2,19.0,19.0
10949,Y2Ir3Si5,2.96,3.005
10950,La2Ir3Si5,1.99,1.99
10951,Lu3Ru4Ge13,2.3,2.3
10952,Lu2Ir3Si5,3.3,4.425
10953,Ho1Ni2B2C,8.6,7.9547619047619
10954,Ba1Fe1.89Co0.11As2,25.0,23.25
10955,Ba1Fe1.87Zn0.02Co0.11As2,20.0,20.0
10956,Ba1Fe1.85Zn0.04Co0.11As2,18.5,18.5
10957,Ba1Fe1.83Zn0.06Co0.11As2,17.0,17.0
10958,Ba1Fe1.81Zn0.08Co0.11As2,11.0,11.0
10959,Ba1Fe1.79Zn0.1Co0.11As2,8.0,8.0
10960,Ba1Fe1.75Zn0.14Co0.11As2,5.0,5.0
10961,K0.8Fe2Se2,30.5,31.2055555555556
10962,K0.8Fe1.996Cr0.004Se2,20.0,20.0
10963,K0.8Fe1.993Cr0.007Se2,11.0,11.0
10964,K0.8Fe1.996Co0.004Se2,22.0,22.0
10965,K0.8Fe1.992Co0.008Se2,17.0,17.0
